Insult,Date,Comment
0,,"""@Dezzy11 I know work lots countries, europe, brazil, isreal, know. I'm sure work new zealand. depending time day(if school) receive server information minutes."""
0,20120528185458Z,"""Fan jag som trodde det var FI. Att neka de som vill r\xf6sta att r\xf6sta \xe4r allt annat \xe4r civiliserat. Att ta ut sv\xe4ngarna \xe4r v\xe4lbeh\xf6vt annars sker inga f\xf6r\xe4ndringar."""
1,20120609171430Z,"""You fucking idiot."""
0,20120619200631Z,"""That kind sexy photo though. Who took it?"""
1,20120612015803Z,"""Flag loser's posts. Enough flags loses nic automatically."""
0,20120612125052Z,"""I think drugs days laced little something extra! The crime days unbelievable unthinkable."""
0,20120612123722Z,"""U Thurley may consenting adult, worries bigot like him/her consents to."""
1,20120502094548Z,"""If claim power forgive ""Allah"", arrogate power avenge? Are double-speaking? Why leave powers owner, ""Allah"" allow fight himself? Or capable? We afraid you; afraid death. Everyone eventually die, killer killed; Lord Jesus long time ago warned us sects like encouraged us afraid kill body harm that: can't kill souls ultimately goes back God; kill can, Jesus forever remain Lord!"""
0,20120528043551Z,"""Damien Sandow . . . ""Leaping"" Lanny Poffo era."""
0,,"""haha look face her"""
1,20120320100514Z,"""I told poor excuse human respond post listen.\xa0 You ignorant, pathetic piece feces.\xa0 I hope you\nget deserve fatal accident soon...."""
0,20120619160146Z,"""You soo beautiful"""
0,20120502172225Z,"""So happened wandered woods brothers swim meet? Sounds like Deliverance."""
0,20120612034735Z,"""I imagine lives Virginia, he's live riffraff DC."""
1,20120529031824Z,"""Apparently, bad officiating never gets old morons."""
1,20120620122011Z,"""Thanks confirming conservative men see women pair tits azz."""
0,,"""@SRQDawgs15 @TheLadySportswriter Some opponents scoring Touchdowns Murray threw Defensive backs gave opponents really short fields.\\n\\n \\n\\nI saying UGA great talent sides ball. However, consistency offense missing. The short dump-off passes missing. And, obviously running game O-Line play missing. However, boneheaded CT runs middle, flat footed draw plays, fumbles critical times Murray pick 6's demoralize young defense.\\n\\n \\n\\nPersonally, I would like see us never get behind game win every game 3 touchdowns. Please forgive I asking much."""
1,20120609224740Z,"""what's deal bro? You concerned, damn sure liberal. Why instead coming posing screwed exaggeration people like understand? Did mommy love enough something?"""
0,20120530030259Z,"""""obviously clean"", denial"""
0,,"""I bet songs upcoming CD written This twit. The message progressive. She knows her\\xc2\\xa0 bread buttered.\\n\\nI never even heard her.\\n\\nI bet write material. Ms Hoe would major disappointment idiotic fans.\\n\\nWhat message exorcism? CBS management look like total knuckleheads. No wonder ratings suck.\\n\\nBring back garage bands. They play instruments, write material & perform fans.\\n\\nMost music truly sucks today. Record executives even try find pure raw talent.. It seems try clone stars. Visual imagery shock value\\xc2\\xa0over solid Rock-n-Roll.\\n\\n"""
0,20120620160300Z,"""Just thought. About unwinnable, illegal wars. If illegal think Bush Cheney would charges brought now? Fact level another example liberal media getting alll liberals wound tighter Dick's hatband. Just like little wind toys, get started away go! \n\nIt's time start thinking Impeachment Dope Head Chief."""
0,,"""Define abortion objective terms. Explain whole process abortions me. Explain see sonogram baby fingers, toes, fingerprints, eyes, heartbeat brainwaves. Explain late term abortions me. Where pull baby's head inject saline vacuum brains out. Pro choicers cowards core. How brave lay responsibilities nightclub getting drunk unprotected sex kill living mistake. """
0,20120528015319Z,"""N\xe5gonstans missar Sigfrid\xa0principfr\xe5gan det g\xe4ller n\xe4r han drar paralleller till bilk\xf6rning och droger som inte alls \xe4r relevant till fr\xe5gan om r\xf6str\xe4tt s\xe5tillvida att han inte anser att barn/unga ska ha m\xf6jlighet att kandidera till riksdagen.\xa0Eller \xe4r han m\xe5h\xe4nda r\xe4dd f\xf6r att bli utmanad av n\xe5gon politiskt insatt sju\xe5rig aspergare?\n\n\nJag f\xf6rst\xe5r Sigfrid (med r\xe4tta) har en ogrundad r\xe4dsla f\xf6r att minoritetspartier (s\xe5 som PP) f\xe5r m\xf6jlighet att p\xe5verka st\xf6rre utstr\xe4ckning om unga ges r\xf6str\xe4tt. Men det finns fr\xe5gor som ber\xf6r alla medborgare oavsett \xe5lder t.ex\xa0\xa0fildelning, skolpolitik och studiebidrag. Man b\xf6r dessutom inte dumf\xf6rklara det allm\xe4nna och f\xf6ruts\xe4tta att det besitter tillr\xe4ckligt med r\xe4ttspatos f\xf6r att inte r\xf6sta igenom n\xe5got s\xe5 absurt som s\xe4nkt \xe5ldersgr\xe4ns f\xf6r att k\xf6pa alkohol (\xe4ven om det nu faktiskt inte \xe4r ett problem att f\xe5 tag s\xe5dant eller k\xf6ra bil oavsett myndighets\xe5lder och k\xf6rkort). Varf\xf6r det\xa0dras\xa0till absurdum?\nAtt unga eller barn inte ges r\xe4tt att v\xe4cka\xa0opinion n\xe4r en relevant fr\xe5ga (f\xf6r dessa) lyftes \xe4r bedr\xf6vligt ur demokratisynpunkt. Men Sigfrid menar\xa0kanske inte\xa0att barn klassas som medborgare? Det \xe4r synnerligen skr\xe4mmande med en s\xe5dan snevriden syn p\xe5 demokrati (allra minst fr\xe5n en av v\xe5ra folkvalda) d\xe5 dessa otvivelaktigt har ett svenskt medborgarskap vilket per definition b\xf6r ge dom r\xe4tt att p\xe5verka. Barn \xe4r folkets framtid och ska med r\xe4tta ges m\xf6jlighet att p\xe5verka om dessa s\xe5 \xf6nskar.Det p\xe5st\xe5s att debatten ska f\xf6ras p\xe5 en\xa0n\xe5gorlunda\xa0h\xf6g\xa0intellektuell\xa0niv\xe5. Men det \xe4r ju precis tv\xe4rtom, det g\xf6rs inte eftersom inte ens vuxna klarar av att v\xe4lja vettiga politiska f\xf6retr\xe4dare eller s\xe4tta sig vad exakt en r\xf6st (p\xe5 t.ex moderaterna) inneb\xe4r.\n\nVi b\xf6r str\xe4va efter ett samh\xe4lle d\xe4r vi v\xe5gar f\xf6r\xe4ndra saker och ta ut sv\xe4ngarna en bit taget. I v\xe4rsta fall \xe4r f\xf6r\xe4ndringarna\xa0reversibla.\n\nI korthet. Ja till att ge yngre medborgare r\xf6str\xe4tt om dom vill utnyttja denna. D\xe4remot kan man beh\xf6va besluta om att partier inte f\xe5r nyttja fulknep f\xf6r att vilseleda v\xe4ljare innan detta beslutas, vilket \xe4r en fr\xe5ga som beh\xf6ver arbetas igenom innan ett eventuellt beslut tas, allt f\xf6r att s\xe4kerst\xe4lla att politiken blir mer transparent."""
1,20120619222807Z,"""Klein, coward. Did really interview guys, mock them. \n\nBest part stop short belittling Scheartz. Even know would probably last straw downward career."""
1,20120610062717Z,"""oh sudden u changed ur picture A WHITE GUY WITH PENNY LOAFERS....MUFUCKER U LAME"""
1,20120530113134Z,"""You're naive basic grasp biology."""
0,20120528192926Z,"""nope, Mets fine, held together far played admirably"""
0,20120528190655Z,"""You forgot mention little, any, proof allegations fake birth certificate credible. Just saying million times make true."""
1,20120610140917Z,"""Nobody gives shit say"""
0,20120515183154Z,"""You unemployed welfare."""
0,,"""I'm saying I agree nonsense. \\xc2\\xa0Like I said, I understand it, would I want live city like San Francisco reason. \\xc2\\xa0But mean right live life way want to. \\xc2\\xa0Who I, anyone else, tell live lives? \\xc2\\xa0I know one gay person, relative. \\xc2\\xa0And he's kindest, giving, sincere person I've ever known. \\xc2\\xa0When I hear comments bigots like 2012Skeeter, makes blood boil. \\xc2\\xa0"""
0,20120612070118Z,"""I think want trophies, SHOULD play ALL game. People work hard game & can't bothered play all, CARE much getting trophy it."""
0,20120529112532Z,"""Looks like there's fixin shootout"""
0,20120528045218Z,"""why hate man? Done nothing you....ever...."""
0,20120529221255Z,"""That's management issue. Not rank file employee issue.\xa0Quit\xa0crying like cry baby Just people vote\xa0for political\xa0parties Republican."""
1,20120610110954Z,"""bitch please...you biggest troll. :P"""
0,20120610131610Z,"""""you'll HAVE delete comments make posts look like crap.""\n\nYou mean make ALL YOUR comments look like crap.\n\nYou're embarrassing u r e l f, mate."""
1,20120320112609Z,"""You exist human being. Please go back hole rotten scumbag."""
1,20120320202740Z,"""The article Bush asshole."""
0,20120610083923Z,"""They look like MORONS"""
0,20120612135555Z,"""Fucking BullShit!\nHow seizure, hit car, get speak party drive off, also hitting car, another accident?"""
1,20120620175500Z,"""Yo\xa0@LukeEmery:disqus\xa0you must dumb know ""grand jury"" means. \xa0Plus going testify him? \xa0The dead Mexican? \xa0Go shove idiotic comments know what."""
0,,"""We blow wives children name allah, murder 400,000 Darfur.\\n\\nLets compare apples oranges. \\xc2\\xa0"""
0,20120609221240Z,"""Warren Buffet owes corporate taxes back 2003..\xa0 He want pay fair share..."""
1,20120612021945Z,"""Hush little negro say word,\nMama gonna buy yawz Thunderbird."""
0,20120620003036Z,"""Moved right? Lol\n\nStraight jacket, stat!"""
0,,"""santorum real conservative running.\\xc2\\xa0 \\n\\nAs occupiers..... bunch selfish, spoiled brats morons. What occupiers accomplished / anything real value.... let's see, murder, rape, robbery, vandalism, created huge financial burden local taxpayers(clean messes) even child neglect/endangerment reported...\\xc2\\xa0 great accomplishment !\\xc2\\xa0 Mom must proud. Lost credibility."""
0,20120609235224Z,"""Like Obamas daddy,huh? Obamas pig daddy 3 wives one time,"""
0,,"""I believe Americans stupid, fat lazy. You sit around lay-z-boys watching football listenening ipods even care Country grandparents great parents DIED protect eroding away evil liberals. I never would even called Representative case. A 'school health inspector' would ass handed school principle, too. For even HAVING useless position first place. Who time inspect kids' lunches $$ pay person ANY school??? It's time idiots vote libs elect hardcore Conservatives across board. Who cares President Conservative House Senate?? """
0,20120609163930Z,"""How hard bimbo use towel baby blanket coverup? Toss one diaper bag USE it!"""
1,20120609181942Z,"""No corny dumb ass."""
0,20120611173239Z,"""They want portion road carry hangings familiar territory."""
0,,"""Oliver Stone\\'s kid babies daddies uncles\\' brother\\'s cousin..is news. Who cares what\\xc2\\xa0religion\\xc2\\xa0he is(I would like ""New brothers"" hears comment abandoned Christianity change mind Jewish blood. (Not talking Muslims General ones blow stuff up)"""
0,20120611235414Z,"""In Chicago, say gas station."""
0,20120611184942Z,"""No. I know people re-watch habitually. I am, fact, related one them."""
1,20120320194013Z,"""So call W H O R E making what.....? Pure? You're fool idiot."""
1,20120610012252Z,"""the write people . every one drug life ok black people drug addict would like stop hating blacks ok prick . respect god know ok bless night u prick"""
1,20120611083156Z,"""When say Bama, referring school, like posts below... stop idiot."""
0,20120612142933Z,"""Chill need call idiot."""
0,20120529204404Z,"""Let's wait see contract numbers getting upset. \n\nCould one-year deal impact dealing FA"""
0,,"""Whaaaaaat?\\xc2\\xa0 Excuse I puke............."""
0,20120528195039Z,"""Whoever takes Heat playoffs America's Team."""
0,20120619143428Z,"""sure will.. 1 pitcher make break rotation especially depth Reds have.. expected come number 1 brought cause potential #1 whole deal basically based potential Reds got better deal.. Calm need point done far know lets talk get back getting expected.. team going playoffs regardless performance would nice contributed like fully expect pay dividends sooner rather later"""
1,20120620014312Z,"""No actually, shown source, recent data shipments, idiot. Your comments would hurt actually relevant, moron year. Explain that's still dominant, kid."""
0,20120620125738Z,"""Yeah what's big deal letting Iran friends know trust software, trust safety integrity everything hardware people play nuclear materials?"""
0,,"""Oh please, one face, pout, really need practise that."""
0,20120609205014Z,"""Everyone something deal with. Some ugly, dumb, crooked teeth, voted Obama."""
0,20120527213415Z,"""lauren mad me?"""
0,,"""\\xc2\\xa0If Panetta (of people) urging Obama give green light operation, bin Laden still walking around making video tapes lopping heads Americans.\\n\\nIf want kiss someone's-ass Osama, start Leon, move SEALs got him."""
0,,"""all non-EUs move London earn that..not wanted eslewhere"""
0,20120528124705Z,"""I agree, I'm sarcastic."""
0,20120612140249Z,"""Why the_fuck tell her?"""
1,20120320160208Z,"""Stop acting like bitch. \xa0He kid goodness sake."""
0,20120619143245Z,"""Citizen9,\xa0\n\n\xa0you can't keep liberal style lying way thru life.\xa0\n\nThe truth prevail. I know thats anathema you.\xa0\n\nYou need help."""
0,20120529233626Z,"""You're da best, Matt Fowler"""
0,20120619143003Z,"""Romney business solid ideas bringing jobs back.\n\nRomney wants strong military ONLY deterrent attacks countries world.\n\nBTW, liberals use term ""tax cut"" false. A true ""tax cut"" \xa0our taxes get lowered.\n\nThe liberal version ""tax cut"" tax payers allowed keep hard earned money. NEWS FLASH Liberals: \xa0 \xa0IT'S NOT YOUR MONEY."""
0,20120530142713Z,"""Dude - satire ENGLISH newspaper, called Daily Squib made up.\n\nSatire means joke."""
0,20120516000725Z,"""You don't."""
0,20120620051153Z,"""Are sure he's even real person?"""
1,20120320204256Z,"""Well know dumb... You chose screen name satisfy overgrown ego...."""
0,,"""He used like, 100st himself..."""
0,20120610092157Z,"""mos po lyp ja kthy virgjinitetin edhe motres apo nones tonde, po e kan hup virgjinitetin ose e kan shit pare, e njejti rast osht edhe mitrovicen , se baba jot Hashim Thadici e ka shit Mitrovicen kungull"""
